# Simulation 2 (Up to date)
# 1124 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
38.236,3246.779,-16.955,0.017,16.961,0.387,115.272,0.149,115.272,0.074,5.648,0.386,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.495e6,0,312.015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,6.127,-6.159,678.906,327.566,0.5,0.171
38.736,3238.303,-16.95,0.01,16.951,0.188,112.471,0.149,112.471,0.076,5.554,0.188,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.496e6,0,311.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.326,-6.104,679.643,327.6,0.5,0.171
39.236,3229.833,-16.931,0.037,16.954,0.722,109.785,0.148,109.785,0.077,5.193,0.721,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.5e6,0,313.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.312,-6.049,680.379,327.633,0.5,0.171
39.736,3221.367,-16.932,-0.002,16.932,0.011,107.189,0.148,107.189,0.079,5.188,0.01,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.497e6,0,311.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.179,-5.994,681.115,327.667,0.5,0.171
40.236,3212.903,-16.923,0.017,16.932,0.44,104.65,0.148,104.65,0.081,4.968,0.44,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.5e6,0,312.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.432,-5.939,681.851,327.7,0.5,0.171
40.736,3204.443,-16.919,0.009,16.922,0.252,102.198,0.147,102.198,0.083,4.842,0.252,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.501e6,0,311.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.536,-5.884,682.586,327.733,0.5,0.171
41.236,3195.985,-16.914,0.011,16.915,0.173,99.798,0.147,99.798,0.084,4.756,0.172,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.502e6,0,311.629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.548,-5.829,683.322,327.767,0.5,0.171
41.736,3187.529,-16.908,0.012,16.908,0.047,97.426,0.147,97.426,0.086,4.733,0.046,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.503e6,0,311.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.681,-5.774,684.056,327.8,0.5,0.171
42.236,3179.077,-16.9,0.015,16.902,0.161,95.079,0.147,95.079,0.088,4.653,0.16,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.505e6,0,311.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.461,-5.719,684.791,327.833,0.5,0.171
42.736,3170.63,-16.889,0.023,16.897,0.432,92.699,0.146,92.699,0.09,4.869,0.431,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.507e6,0,312.278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.401,-5.664,685.526,327.867,0.5,0.171
43.236,3162.188,-16.879,0.02,16.889,0.482,90.204,0.146,90.204,0.093,5.11,0.481,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.508e6,0,312.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.702,-5.609,686.259,327.9,0.5,0.171
43.736,3153.75,-16.872,0.013,16.879,0.389,87.601,0.146,87.601,0.095,5.304,0.389,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.052,4.508e6,0,311.906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.784,-5.554,686.993,327.933,0.5,0.172
44.236,3145.315,-16.869,0.006,16.869,0.053,84.942,0.145,84.942,0.098,5.33,0.053,28.61,-80.599,9.782,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.509e6,0,311.448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.398,-5.499,687.726,327.966,0.5,0.172
44.736,3136.881,-16.864,0.011,16.864,0.077,82.267,0.145,82.267,0.101,5.369,0.077,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.511e6,0,311.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.466,-5.445,688.459,328,0.5,0.172
45.236,3128.452,-16.855,0.017,16.859,0.283,79.548,0.145,79.548,0.104,5.51,0.282,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.512e6,0,311.915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.858,-5.39,689.192,328.033,0.5,0.172
45.736,3120.026,-16.849,0.013,16.85,0.159,76.813,0.144,76.813,0.108,5.43,0.159,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.513e6,0,311.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.24,-5.335,689.924,328.066,0.5,0.172
46.236,3111.603,-16.843,0.013,16.843,0.068,74.089,0.144,74.089,0.111,5.463,0.066,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.514e6,0,311.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.548,-5.28,690.656,328.099,0.5,0.172
46.736,3103.184,-16.831,0.024,16.84,0.449,71.414,0.144,71.414,0.115,5.239,0.448,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.517e6,0,312.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.697,-5.225,691.388,328.132,0.5,0.172
47.236,3094.771,-16.821,0.019,16.831,0.467,68.852,0.143,68.852,0.119,5.006,0.466,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.517e6,0,312.204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.442,-5.171,692.12,328.165,0.5,0.172
47.736,3086.362,-16.817,0.009,16.82,0.264,66.382,0.143,66.382,0.124,4.874,0.264,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.518e6,0,311.642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.557,-5.116,692.851,328.199,0.5,0.172
48.236,3077.955,-16.811,0.013,16.814,0.302,63.982,0.143,63.983,0.128,4.724,0.301,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.519e6,0,311.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.361,-5.061,693.581,328.232,0.5,0.172
48.736,3069.551,-16.806,0.009,16.806,0.048,61.615,0.143,61.615,0.133,4.747,0.047,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.52e6,0,311.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.808,-5.007,694.312,328.265,0.5,0.172
49.236,3061.149,-16.8,0.013,16.8,0.105,59.254,0.142,59.254,0.138,4.695,0.104,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.522e6,0,311.672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.572,-4.952,695.042,328.298,0.5,0.172
49.736,3052.752,-16.79,0.018,16.795,0.329,56.948,0.142,56.948,0.143,4.531,0.329,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.523e6,0,312.016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.135,-4.897,695.772,328.331,0.5,0.172
50.236,3044.358,-16.784,0.012,16.786,0.183,54.66,0.142,54.66,0.149,4.622,0.182,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.524e6,0,311.702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.847,-4.843,696.502,328.364,0.5,0.172
50.736,3035.968,-16.776,0.017,16.781,0.33,52.308,0.141,52.308,0.155,4.786,0.329,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.526e6,0,311.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.19,-4.788,697.231,328.397,0.5,0.172
51.236,3027.583,-16.766,0.019,16.774,0.419,49.862,0.141,49.862,0.162,4.996,0.419,28.61,-80.599,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.527e6,0,312.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.507,-4.734,697.96,328.43,0.5,0.173
51.736,3019.201,-16.759,0.015,16.766,0.396,47.315,0.141,47.315,0.171,5.193,0.395,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.528e6,0,311.996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.676,-4.679,698.689,328.463,0.5,0.173
52.236,3010.823,-16.755,0.007,16.756,0.056,44.711,0.141,44.711,0.18,5.221,0.056,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.528e6,0,311.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.293,-4.625,699.417,328.496,0.5,0.173
52.736,3002.447,-16.749,0.014,16.751,0.236,42.13,0.14,42.13,0.191,5.103,0.236,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.53e6,0,311.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.821,-4.57,700.145,328.529,0.5,0.173
53.236,2994.074,-16.741,0.015,16.745,0.283,39.613,0.14,39.614,0.202,4.962,0.283,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.531e6,0,311.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.624,-4.516,700.873,328.562,0.5,0.173
53.736,2985.705,-16.735,0.013,16.737,0.19,37.109,0.14,37.109,0.216,5.057,0.19,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.532e6,0,311.724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.29,-4.461,701.627,328.595,0.5,0.173
54.236,2977.34,-16.728,0.014,16.73,0.205,34.606,0.139,34.606,0.231,4.955,0.205,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.534e6,0,311.779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.711,-4.407,702.393,328.628,0.5,0.173
54.736,2968.978,-16.719,0.017,16.723,0.303,32.166,0.139,32.166,0.248,4.804,0.302,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.535e6,0,311.951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.442,-4.353,703.158,328.661,0.5,0.173
55.236,2960.62,-16.713,0.013,16.714,0.173,29.786,0.139,29.786,0.267,4.717,0.173,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.536e6,0,311.713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.512,-4.298,703.923,328.694,0.5,0.173
55.736,2952.266,-16.7,0.027,16.712,0.536,27.494,0.138,27.495,0.289,4.449,0.536,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.539e6,0,312.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.808,-4.244,704.688,328.727,0.5,0.173
56.236,2943.918,-16.693,0.013,16.7,0.4,25.319,0.138,25.32,0.313,4.25,0.4,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.539e6,0,311.947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,3.772,-4.19,705.452,328.76,0.5,0.173
56.736,2935.573,-16.687,0.012,16.692,0.341,23.152,0.138,23.152,0.341,4.42,0.34,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.54e6,0,311.842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.833,-4.135,706.216,328.793,0.5,0.173
57.236,2927.231,-16.683,0.008,16.683,0.093,20.93,0.138,20.931,0.377,4.466,0.093,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.541e6,0,311.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.582,-4.081,706.979,328.826,0.5,0.173
57.736,2918.892,-16.673,0.02,16.68,0.414,18.646,0.137,18.646,0.422,4.673,0.414,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.543e6,0,312.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.174,-4.027,707.742,328.859,0.5,0.173
58.236,2910.556,-16.669,0.009,16.669,0.101,16.322,0.137,16.322,0.481,4.623,0.101,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.544e6,0,311.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.505,-3.973,708.505,328.891,0.5,0.173
58.736,2902.224,-16.662,0.013,16.663,0.138,13.993,0.137,13.994,0.56,4.691,0.137,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.545e6,0,311.704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.86,-3.919,709.268,328.924,0.5,0.173
59.236,2893.895,-16.652,0.021,16.659,0.404,11.597,0.137,11.598,0.674,4.893,0.404,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.547e6,0,312.212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.381,-3.864,710.03,328.957,0.5,0.173
59.736,2885.571,-16.645,0.013,16.649,0.277,9.185,0.136,9.186,0.85,4.755,0.277,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.548e6,0,311.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.426,-3.81,710.792,328.99,0.5,0.174
60.236,2877.25,-16.638,0.015,16.642,0.319,6.768,0.136,6.769,1.151,4.914,0.318,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.549e6,0,311.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.299,-3.756,711.553,329.023,0.5,0.174
60.736,2868.933,-16.632,0.013,16.634,0.252,4.342,0.136,4.344,1.79,4.788,0.252,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.55e6,0,311.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.49,-3.702,712.315,329.055,0.5,0.174
61.236,2860.619,-16.622,0.019,16.629,0.396,1.899,0.135,1.904,4.079,4.986,0.395,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.552e6,0,312.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.462,-3.648,713.075,329.088,0.5,0.174
61.736,2852.309,-16.618,0.008,16.618,0.051,-0.588,0.135,0.603,167.053,4.961,0.05,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.051,4.552e6,0,311.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.904,-3.594,713.836,329.121,0.5,0.174
62.236,2844.002,-16.612,0.012,16.612,0.047,-3.074,0.135,3.077,177.488,4.984,0.046,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.554e6,0,311.655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.042,-3.54,714.596,329.154,0.5,0.174
62.736,2835.698,-16.603,0.019,16.608,0.328,-5.606,0.135,5.608,178.625,5.147,0.327,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.556e6,0,312.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.542,-3.486,715.356,329.186,0.5,0.174
63.236,2827.398,-16.598,0.011,16.598,0.013,-8.179,0.134,8.18,179.06,5.143,0.008,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.556e6,0,311.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.137,-3.432,716.116,329.219,0.5,0.174
63.736,2819.1,-16.591,0.013,16.591,0.033,-10.747,0.134,10.748,179.286,5.128,0.031,28.61,-80.6,9.783,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.558e6,0,311.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.094,-3.378,716.875,329.252,0.5,0.174
64.236,2810.807,-16.583,0.016,16.585,0.221,-13.338,0.134,13.339,179.426,5.238,0.221,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.559e6,0,311.872,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.505,-3.324,717.634,329.284,0.5,0.174
64.736,2802.517,-16.577,0.013,16.577,0.049,-15.963,0.133,15.964,179.521,5.262,0.047,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.56e6,0,311.683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.322,-3.27,718.393,329.317,0.5,0.174
65.236,2794.23,-16.57,0.014,16.571,0.134,-18.611,0.133,18.611,179.59,5.328,0.134,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.562e6,0,311.765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,5.491,-3.216,719.151,329.35,0.5,0.174
65.736,2785.947,-16.561,0.017,16.564,0.272,-21.241,0.133,21.241,179.642,5.193,0.272,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.563e6,0,311.938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.873,-3.162,719.909,329.382,0.5,0.174
66.236,2777.67,-16.548,0.027,16.561,0.547,-23.769,0.132,23.769,179.681,4.92,0.546,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.565e6,0,312.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.274,-3.109,720.667,329.415,0.5,0.174
66.736,2769.398,-16.539,0.017,16.55,0.51,-26.165,0.132,26.165,179.711,4.665,0.51,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.566e6,0,312.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.062,-3.055,721.424,329.448,0.5,0.174
67.236,2761.129,-16.537,0.004,16.539,0.205,-28.472,0.132,28.472,179.735,4.562,0.205,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.566e6,0,311.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,4.321,-3.001,722.181,329.48,0.5,0.174
67.652,2754.245,-16.513,0.058,16.561,0.996,-30.458,0.132,30.459,179.752,4.976,0.994,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,3.182e4,4757,NaN,NaN,NaN,NaN,NaN,0.05,4.575e6,0,314.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,6.236,-2.947,722.937,329.513,0.417,0.174
