Mach Number,Alpha (deg),Protuberance (%),CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CN Total,CP Total
17.73,8.0,1.0,0.825,0.823,0.667,0.665,1.179,59.331
17.74,6.0,0.0,0.297,0.295,0.218,0.216,0.774,58.359
17.74,6.0,1.0,0.739,0.737,0.661,0.66,0.774,58.359
17.74,8.0,0.0,0.381,0.379,0.219,0.218,1.179,59.329
17.74,8.0,1.0,0.825,0.823,0.667,0.665,1.179,59.329
17.75,6.0,0.0,0.297,0.295,0.218,0.216,0.774,58.357
17.75,6.0,1.0,0.739,0.737,0.661,0.66,0.774,58.357
17.75,8.0,0.0,0.381,0.379,0.219,0.218,1.179,59.327
17.75,8.0,1.0,0.825,0.823,0.667,0.665,1.179,59.327
17.76,6.0,0.0,0.297,0.295,0.218,0.216,0.774,58.355
17.76,6.0,1.0,0.739,0.737,0.661,0.66,0.774,58.355
17.76,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.325
17.76,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.325
17.77,6.0,0.0,0.297,0.295,0.218,0.216,0.774,58.353
17.77,6.0,1.0,0.739,0.737,0.661,0.66,0.774,58.353
17.77,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.324
17.77,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.324
17.78,6.0,0.0,0.297,0.295,0.218,0.216,0.773,58.351
17.78,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.351
17.78,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.322
17.78,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.322
17.79,6.0,0.0,0.297,0.295,0.218,0.216,0.773,58.349
17.79,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.349
17.79,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.32
17.79,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.32
17.8,6.0,0.0,0.297,0.295,0.218,0.216,0.773,58.347
17.8,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.347
17.8,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.318
17.8,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.318
17.81,6.0,0.0,0.297,0.295,0.218,0.216,0.773,58.345
17.81,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.345
17.81,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.317
17.81,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.317
17.82,6.0,0.0,0.297,0.295,0.218,0.216,0.773,58.342
17.82,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.342
17.82,8.0,0.0,0.381,0.379,0.219,0.217,1.178,59.315
17.82,8.0,1.0,0.825,0.823,0.667,0.665,1.178,59.315
17.83,6.0,0.0,0.297,0.295,0.217,0.216,0.773,58.34
17.83,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.34
17.83,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.313
17.83,8.0,1.0,0.824,0.823,0.667,0.665,1.177,59.313
17.84,6.0,0.0,0.297,0.295,0.217,0.216,0.773,58.338
17.84,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.338
17.84,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.312
17.84,8.0,1.0,0.824,0.823,0.667,0.665,1.177,59.312
17.85,6.0,0.0,0.297,0.295,0.217,0.216,0.773,58.336
17.85,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.336
17.85,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.31
17.85,8.0,1.0,0.824,0.823,0.667,0.665,1.177,59.31
17.86,6.0,0.0,0.297,0.295,0.217,0.216,0.773,58.334
17.86,6.0,1.0,0.739,0.737,0.661,0.66,0.773,58.334
17.86,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.308
17.86,8.0,1.0,0.824,0.823,0.667,0.665,1.177,59.308
17.87,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.332
17.87,6.0,1.0,0.739,0.737,0.661,0.66,0.772,58.332
17.87,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.306
17.87,8.0,1.0,0.824,0.823,0.667,0.665,1.177,59.306
17.88,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.33
17.88,6.0,1.0,0.738,0.737,0.661,0.66,0.772,58.33
17.88,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.305
17.88,8.0,1.0,0.824,0.822,0.667,0.665,1.177,59.305
17.89,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.328
17.89,6.0,1.0,0.738,0.737,0.661,0.66,0.772,58.328
17.89,8.0,0.0,0.381,0.379,0.219,0.217,1.177,59.303
17.89,8.0,1.0,0.824,0.822,0.667,0.665,1.177,59.303
17.9,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.326
17.9,6.0,1.0,0.738,0.737,0.661,0.66,0.772,58.326
17.9,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.301
17.9,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.301
17.91,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.323
17.91,6.0,1.0,0.738,0.737,0.661,0.66,0.772,58.323
17.91,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.299
17.91,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.299
17.92,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.321
17.92,6.0,1.0,0.738,0.737,0.661,0.659,0.772,58.321
17.92,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.298
17.92,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.298
17.93,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.319
17.93,6.0,1.0,0.738,0.737,0.661,0.659,0.772,58.319
17.93,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.296
17.93,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.296
17.94,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.317
17.94,6.0,1.0,0.738,0.737,0.661,0.659,0.772,58.317
17.94,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.294
17.94,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.294
17.95,6.0,0.0,0.297,0.295,0.217,0.216,0.772,58.315
17.95,6.0,1.0,0.738,0.737,0.661,0.659,0.772,58.315
17.95,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.293
17.95,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.293
17.96,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.313
17.96,6.0,1.0,0.738,0.737,0.661,0.659,0.771,58.313
17.96,8.0,0.0,0.381,0.379,0.219,0.217,1.176,59.291
17.96,8.0,1.0,0.824,0.822,0.667,0.665,1.176,59.291
17.97,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.311
17.97,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.311
17.97,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.289
17.97,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.289
17.98,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.309
17.98,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.309
17.98,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.287
17.98,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.287
17.99,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.307
17.99,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.307
17.99,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.286
17.99,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.286
18.0,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.305
18.0,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.305
18.0,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.284
18.0,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.284
18.01,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.303
18.01,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.303
18.01,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.282
18.01,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.282
18.02,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.3
18.02,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.3
18.02,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.281
18.02,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.281
18.03,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.298
18.03,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.298
18.03,8.0,0.0,0.381,0.379,0.219,0.217,1.175,59.279
18.03,8.0,1.0,0.824,0.822,0.667,0.665,1.175,59.279
18.04,6.0,0.0,0.297,0.295,0.217,0.216,0.771,58.296
18.04,6.0,1.0,0.738,0.736,0.661,0.659,0.771,58.296
18.04,8.0,0.0,0.381,0.379,0.219,0.217,1.174,59.277
18.04,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.277
18.05,6.0,0.0,0.297,0.295,0.217,0.216,0.77,58.294
18.05,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.294
18.05,8.0,0.0,0.381,0.379,0.219,0.217,1.174,59.276
18.05,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.276
18.06,6.0,0.0,0.297,0.295,0.217,0.216,0.77,58.292
18.06,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.292
18.06,8.0,0.0,0.38,0.379,0.219,0.217,1.174,59.274
18.06,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.274
18.07,6.0,0.0,0.297,0.295,0.217,0.216,0.77,58.29
18.07,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.29
18.07,8.0,0.0,0.38,0.379,0.219,0.217,1.174,59.272
18.07,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.272
18.08,6.0,0.0,0.297,0.295,0.217,0.216,0.77,58.288
18.08,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.288
18.08,8.0,0.0,0.38,0.379,0.219,0.217,1.174,59.27
18.08,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.27
18.09,6.0,0.0,0.297,0.295,0.217,0.216,0.77,58.286
18.09,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.286
18.09,8.0,0.0,0.38,0.379,0.219,0.217,1.174,59.269
18.09,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.269
18.1,6.0,0.0,0.297,0.295,0.217,0.215,0.77,58.284
18.1,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.284
18.1,8.0,0.0,0.38,0.379,0.219,0.217,1.174,59.267
18.1,8.0,1.0,0.824,0.822,0.667,0.665,1.174,59.267
18.11,6.0,0.0,0.297,0.295,0.217,0.215,0.77,58.282
18.11,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.282
18.11,8.0,0.0,0.38,0.379,0.219,0.217,1.173,59.265
18.11,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.265
18.12,6.0,0.0,0.297,0.295,0.217,0.215,0.77,58.28
18.12,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.28
18.12,8.0,0.0,0.38,0.379,0.219,0.217,1.173,59.264
18.12,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.264
18.13,6.0,0.0,0.297,0.295,0.217,0.215,0.77,58.278
18.13,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.278
18.13,8.0,0.0,0.38,0.378,0.219,0.217,1.173,59.262
18.13,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.262
18.14,6.0,0.0,0.297,0.295,0.217,0.215,0.77,58.276
18.14,6.0,1.0,0.738,0.736,0.661,0.659,0.77,58.276
18.14,8.0,0.0,0.38,0.378,0.219,0.217,1.173,59.26
18.14,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.26
18.15,6.0,0.0,0.297,0.295,0.217,0.215,0.769,58.274
18.15,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.274
18.15,8.0,0.0,0.38,0.378,0.219,0.217,1.173,59.259
18.15,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.259
18.16,6.0,0.0,0.297,0.295,0.217,0.215,0.769,58.272
18.16,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.272
18.16,8.0,0.0,0.38,0.378,0.219,0.217,1.173,59.257
18.16,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.257
18.17,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.269
18.17,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.269
18.17,8.0,0.0,0.38,0.378,0.219,0.217,1.173,59.255
18.17,8.0,1.0,0.824,0.822,0.667,0.665,1.173,59.255
18.18,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.267
18.18,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.267
18.18,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.254
18.18,8.0,1.0,0.824,0.822,0.667,0.665,1.172,59.254
18.19,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.265
18.19,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.265
18.19,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.252
18.19,8.0,1.0,0.824,0.822,0.667,0.665,1.172,59.252
18.2,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.263
18.2,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.263
18.2,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.25
18.2,8.0,1.0,0.824,0.822,0.667,0.665,1.172,59.25
18.21,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.261
18.21,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.261
18.21,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.249
18.21,8.0,1.0,0.823,0.822,0.667,0.665,1.172,59.249
18.22,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.259
18.22,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.259
18.22,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.247
18.22,8.0,1.0,0.823,0.822,0.667,0.665,1.172,59.247
18.23,6.0,0.0,0.296,0.295,0.217,0.215,0.769,58.257
18.23,6.0,1.0,0.738,0.736,0.661,0.659,0.769,58.257
18.23,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.245
18.23,8.0,1.0,0.823,0.822,0.667,0.665,1.172,59.245
18.24,6.0,0.0,0.296,0.295,0.217,0.215,0.768,58.255
18.24,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.255
18.24,8.0,0.0,0.38,0.378,0.219,0.217,1.172,59.244
18.24,8.0,1.0,0.823,0.822,0.667,0.665,1.172,59.244
18.25,6.0,0.0,0.296,0.295,0.217,0.215,0.768,58.253
18.25,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.253
18.25,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.242
18.25,8.0,1.0,0.823,0.822,0.667,0.665,1.171,59.242
18.26,6.0,0.0,0.296,0.295,0.217,0.215,0.768,58.251
18.26,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.251
18.26,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.24
18.26,8.0,1.0,0.823,0.822,0.667,0.665,1.171,59.24
18.27,6.0,0.0,0.296,0.295,0.217,0.215,0.768,58.249
18.27,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.249
18.27,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.239
18.27,8.0,1.0,0.823,0.822,0.667,0.665,1.171,59.239
18.28,6.0,0.0,0.296,0.295,0.217,0.215,0.768,58.247
18.28,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.247
18.28,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.237
18.28,8.0,1.0,0.823,0.822,0.667,0.665,1.171,59.237
18.29,6.0,0.0,0.296,0.295,0.217,0.215,0.768,58.245
18.29,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.245
18.29,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.235
18.29,8.0,1.0,0.823,0.822,0.667,0.665,1.171,59.235
18.3,6.0,0.0,0.296,0.294,0.217,0.215,0.768,58.243
18.3,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.243
18.3,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.234
18.3,8.0,1.0,0.823,0.821,0.667,0.665,1.171,59.234
18.31,6.0,0.0,0.296,0.294,0.217,0.215,0.768,58.241
18.31,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.241
18.31,8.0,0.0,0.38,0.378,0.219,0.217,1.171,59.232
18.31,8.0,1.0,0.823,0.821,0.667,0.665,1.171,59.232
18.32,6.0,0.0,0.296,0.294,0.217,0.215,0.768,58.239
18.32,6.0,1.0,0.738,0.736,0.661,0.659,0.768,58.239
18.32,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.23
18.32,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.23
18.33,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.237
18.33,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.237
18.33,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.229
18.33,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.229
18.34,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.235
18.34,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.235
18.34,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.227
18.34,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.227
18.35,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.233
18.35,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.233
18.35,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.225
18.35,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.225
18.36,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.231
18.36,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.231
18.36,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.224
18.36,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.224
18.37,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.229
18.37,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.229
18.37,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.222
18.37,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.222
18.38,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.227
18.38,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.227
18.38,8.0,0.0,0.38,0.378,0.219,0.217,1.17,59.22
18.38,8.0,1.0,0.823,0.821,0.667,0.665,1.17,59.22
18.39,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.225
18.39,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.225
18.39,8.0,0.0,0.38,0.378,0.219,0.217,1.169,59.219
18.39,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.219
18.4,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.223
18.4,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.223
18.4,8.0,0.0,0.38,0.378,0.219,0.217,1.169,59.217
18.4,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.217
18.41,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.221
18.41,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.221
18.41,8.0,0.0,0.38,0.378,0.219,0.217,1.169,59.216
18.41,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.216
18.42,6.0,0.0,0.296,0.294,0.217,0.215,0.767,58.219
18.42,6.0,1.0,0.738,0.736,0.661,0.659,0.767,58.219
18.42,8.0,0.0,0.38,0.378,0.219,0.217,1.169,59.214
18.42,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.214
18.43,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.217
18.43,6.0,1.0,0.738,0.736,0.661,0.659,0.766,58.217
18.43,8.0,0.0,0.38,0.378,0.219,0.217,1.169,59.212
18.43,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.212
18.44,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.215
18.44,6.0,1.0,0.738,0.736,0.661,0.659,0.766,58.215
18.44,8.0,0.0,0.38,0.378,0.219,0.217,1.169,59.211
18.44,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.211
18.45,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.213
18.45,6.0,1.0,0.738,0.736,0.661,0.659,0.766,58.213
18.45,8.0,0.0,0.379,0.378,0.219,0.217,1.169,59.209
18.45,8.0,1.0,0.823,0.821,0.667,0.665,1.169,59.209
18.46,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.211
18.46,6.0,1.0,0.738,0.736,0.661,0.659,0.766,58.211
18.46,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.207
18.46,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.207
18.47,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.209
18.47,6.0,1.0,0.737,0.736,0.661,0.659,0.766,58.209
18.47,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.206
18.47,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.206
18.48,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.207
18.48,6.0,1.0,0.737,0.736,0.661,0.659,0.766,58.207
18.48,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.204
18.48,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.204
18.49,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.205
18.49,6.0,1.0,0.737,0.736,0.661,0.659,0.766,58.205
18.49,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.203
18.49,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.203
18.5,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.203
18.5,6.0,1.0,0.737,0.736,0.661,0.659,0.766,58.203
18.5,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.201
18.5,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.201
18.51,6.0,0.0,0.296,0.294,0.217,0.215,0.766,58.201
18.51,6.0,1.0,0.737,0.736,0.661,0.659,0.766,58.201
18.51,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.199
18.51,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.199
18.52,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.199
18.52,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.199
18.52,8.0,0.0,0.379,0.378,0.219,0.217,1.168,59.198
18.52,8.0,1.0,0.823,0.821,0.667,0.665,1.168,59.198
18.53,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.197
18.53,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.197
18.53,8.0,0.0,0.379,0.378,0.219,0.217,1.167,59.196
18.53,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.196
18.54,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.195
18.54,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.195
18.54,8.0,0.0,0.379,0.378,0.219,0.217,1.167,59.194
18.54,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.194
18.55,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.193
18.55,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.193
18.55,8.0,0.0,0.379,0.377,0.219,0.217,1.167,59.193
18.55,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.193
18.56,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.191
18.56,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.191
18.56,8.0,0.0,0.379,0.377,0.219,0.217,1.167,59.191
18.56,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.191
18.57,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.189
18.57,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.189
18.57,8.0,0.0,0.379,0.377,0.219,0.217,1.167,59.19
18.57,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.19
18.58,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.187
18.58,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.187
18.58,8.0,0.0,0.379,0.377,0.219,0.217,1.167,59.188
18.58,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.188
18.59,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.185
18.59,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.185
18.59,8.0,0.0,0.379,0.377,0.219,0.217,1.167,59.186
18.59,8.0,1.0,0.823,0.821,0.667,0.665,1.167,59.186
18.6,6.0,0.0,0.296,0.294,0.217,0.215,0.765,58.183
18.6,6.0,1.0,0.737,0.736,0.661,0.659,0.765,58.183
18.6,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.185
18.6,8.0,1.0,0.823,0.821,0.667,0.665,1.166,59.185
18.61,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.181
18.61,6.0,1.0,0.737,0.736,0.661,0.659,0.764,58.181
18.61,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.183
18.61,8.0,1.0,0.822,0.821,0.667,0.665,1.166,59.183
18.62,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.179
18.62,6.0,1.0,0.737,0.736,0.661,0.659,0.764,58.179
18.62,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.182
18.62,8.0,1.0,0.822,0.821,0.667,0.665,1.166,59.182
18.63,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.177
18.63,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.177
18.63,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.18
18.63,8.0,1.0,0.822,0.821,0.667,0.665,1.166,59.18
18.64,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.175
18.64,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.175
18.64,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.178
18.64,8.0,1.0,0.822,0.821,0.667,0.665,1.166,59.178
18.65,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.173
18.65,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.173
18.65,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.177
18.65,8.0,1.0,0.822,0.821,0.667,0.665,1.166,59.177
18.66,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.171
18.66,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.171
18.66,8.0,0.0,0.379,0.377,0.219,0.217,1.166,59.175
18.66,8.0,1.0,0.822,0.821,0.667,0.665,1.166,59.175
18.67,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.169
18.67,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.169
18.67,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.174
18.67,8.0,1.0,0.822,0.821,0.667,0.665,1.165,59.174
18.68,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.167
18.68,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.167
18.68,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.172
18.68,8.0,1.0,0.822,0.821,0.667,0.665,1.165,59.172
18.69,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.165
18.69,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.165
18.69,8.0,0.0,0.379,0.377,0.219,0.217,1.165,59.17
18.69,8.0,1.0,0.822,0.821,0.667,0.665,1.165,59.17
18.7,6.0,0.0,0.296,0.294,0.217,0.215,0.764,58.163
18.7,6.0,1.0,0.737,0.735,0.661,0.659,0.764,58.163
